PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
9.184755209863589,1.9468700305464748,-1.1221787642453342,3.6305364150080868,-1.1940594481211277,1.410183611696865,2.1574708491983365,-0.39806024446329585,-0.15697549704984734,-0.8766223896494457
2.385702628980014,-3.7648590630697583,-0.5288273751314835,1.1172807662289341,0.6212283453482337,0.02863119407626664,0.013346754396371858,0.24077951377863116,-0.7112842689098833,1.1060106925983588
5.728855490821744,-1.0742285887040173,-0.5512625389864235,0.9112808482235969,-0.17693022886055268,0.5409761638480626,-0.6675793354776706,0.09728930482889289,0.024040879214098226,0.45387984074134957
7.116691259624446,10.266555635058204,-3.229947532952357,0.15241293493891603,-2.9582754616566866,3.0507375344873227,1.428653366537677,1.0586372457679893,-1.4042122913179629,-1.1159903094851698
3.9318424667904788,-1.9463589770780902,1.388544952884202,2.9380541696294085,0.5462667473841628,-1.2254164210680898,-0.9353895273889621,0.6358158635224769,-0.2635714257401169,0.3773757290008225
2.3781546249743406,3.9464564298736065,-2.93229668114506,0.940209589695224,-1.0551135549007362,-0.45064212718479413,0.490013965628692,-0.16529723485821068,-0.13335779777841347,-0.529963229146125
2.2369150586077677,-2.687666414196848,-1.638471247800361,0.149208590899269,0.04032403951269848,-0.12883506646462728,-0.30130206241550817,0.0836249874202505,-0.07995458574788063,0.21894166691550307
2.141414281552646,2.338186649173447,-0.8711807142285312,-0.12693117061060363,-1.4261817925288092,-1.2559340721220302,0.9732434205821148,-0.6527621655527952,0.24796050069589953,0.9997014587932015
3.1721331503086536,3.3888311377437104,-3.1172430651425054,-0.6007684431382618,-1.5209520994672052,0.5590528144871981,-0.21491459613636962,-0.6867383634957382,0.5114762672271052,0.029160935187423416
6.346162835227923,7.720380945331581,-4.338098742105762,-3.3722343501041134,1.7087595605939587,-0.7232723036799439,2.517624329967343,0.3648331017952562,-0.716776100190682,-1.1645970094779599
-0.8097013190415326,-2.656937672679528,-0.48840005343804904,-1.671096175501409,0.27556908363876065,0.12721990898068938,0.624462931066906,0.16560539737200566,-0.30111838658278045,0.3759025120225243
2.6487698390117274,0.06650940529583033,-1.525113358348599,0.05121650061749698,0.3316592808210158,0.7641942581633246,0.665506804831177,0.6190022428017232,-0.400592970876551,-0.33078039447762514
8.177838822064736,2.698602007266229,5.725193238421397,-1.1112787477403523,1.042553121161859,2.5922902006010538,0.9406698289471491,-3.3188667455718504,-0.7471184305668251,0.3956101753528038
0.3418251439017601,-0.9674280261454652,1.7156619837464269,-0.5944798598819709,0.4675990681358179,1.00677425477532,-1.7975000479634173,1.1056845874825119,0.2673886192819056,0.43920394238603916
4.338561717699736,4.856809831955788,-2.813639830401311,-1.453278294223475,1.2889287445664306,-0.3494088024123689,0.7422268339355842,-0.28068104541843486,-0.6745086124438434,-0.11554775993908932
