PC1,PC2,PC3,PC4,PC5,PC6,PC7
9.184755209891655,1.9468700270940777,-1.1221787810482717,3.6305363522006315,-1.194059681016712,1.4101836574368778,2.1574753308673715
2.385702629020205,-3.7648590607807737,-0.5288273995772992,1.11728077388081,0.6212284545848535,0.02863082439492583,0.013353007256935088
5.728855490831673,-1.0742285848463482,-0.5512625413199665,0.9112808734026293,-0.17692996845160447,0.5409756787340628,-0.667576277384061
7.116691259529885,10.26655563818551,-3.229947479214744,0.15241301213303315,-2.958275172258274,3.05073773480401,1.4286410384457773
3.9318424666925815,-1.946358979685804,1.3885450050454988,2.9380541982360486,0.5462666368671937,-1.2254156222944248,-0.9354047470907684
2.378154624930446,3.9464564316620527,-2.932296658012642,0.9402096276827674,-1.055113413934314,-0.4506420579261,0.49000828571541405
2.2369150586914595,-2.6876664154983274,-1.6384712935463164,0.14920854314530213,0.04032390011854579,-0.1288353293011799,-0.30129076897707063
2.1414142814780965,2.3381866484594074,-0.8711806778277807,-0.12693113619583926,-1.4261817977514009,-1.2559336190916706,0.9732328460367369
3.172133150267107,3.3888311398310593,-3.117243036901813,-0.6007683915839189,-1.520951941283614,0.5590527669782783,-0.21492081984524777
6.346162835004333,7.7203809501319025,-4.33809863450173,-3.3722342135411214,1.7087599796276487,-0.723271594892261,2.517595598761962
-0.8097013191368445,-2.6569376725315483,-0.48840000684957285,-1.6710961245982292,0.27556913285712437,0.12722042447113405,0.6244494755212693
2.6487698389659085,0.06650940673549384,-1.5251133389797111,0.05121653393788928,0.3316593918022543,0.7641943225365944,0.6655016053951006
8.177838821984215,2.6986020017460035,5.725193294529581,-1.1112787440917633,1.0425528505473396,2.592291357812427,0.940653956960305
0.34182514387389556,-0.9674280268744454,1.7156619936810815,-0.5944798724116802,0.46759904241203987,1.0067743997711995,-1.7975025746243538
4.338561717653603,4.856809832704933,-2.813639807389945,-1.4532782778240732,1.2889288164458141,-0.3494088091178718,0.7422217118683236
4.072073180140427,2.974443983827024,-3.122526615681438,-2.4559098625393134,-0.40798306611105584,0.4953425586273917,0.9142417065848973
0.22985276952359968,-1.5633821133629588,-0.8018136580929892,-0.6500109763973746,-0.49427614687933114,-0.7615210063591814,-0.08676748869223434
4.4141269495729265,1.4174231479079737,-2.2683231415680623,-0.186108678492272,-1.4226096160927812,-0.7518273980492683,0.4415938095396641
4.944353041314112,-4.110716528195367,-0.31447251768027684,-0.08812909056736183,-0.05666545180854678,-1.1366897343277576,-0.25103266720013806
-1.2359758284869429,-0.1880494905377665,-0.5927619467555619,1.594942692086851,-0.4417655742189544,-0.048594163818800516,-1.2006265634507305
-1.5767738401237092,0.5723046243352833,-1.7998629705496572,1.1242865109144875,-0.3949222064329283,0.4304628081548956,0.3381745628157521
-3.5542090442426537,1.661487971457697,0.45079078764489244,2.071941600751448,-0.4903149550768957,-0.7693916850995985,-0.1908670120866086
4.729049722988093,3.302058266237919,-1.465247427244333,2.0393556681378255,-0.02619698512029303,3.0203859026475373,-1.0062929854569798
4.20482440700803,-5.1238580588279605,-0.7517406764208799,-0.861951948933442,-0.4705539969385251,-0.5953175514784926,-0.0747355281677968
4.945280748471739,-1.542395146201516,-1.7116879542857868,0.04671789241710468,-1.7377015326536354,-0.8121658751111108,0.799635421323042
7.09232235892131,2.0168357319786745,-0.028984155608747137,2.585675437379958,-2.0375472673057975,1.1831604916119114,0.6013293117482638
3.507176658131524,2.169715997179479,-3.8911225859877003,-1.294620467686891,-0.06815785181987491,0.7866652727472015,0.2896509446377227
3.0613602117477483,-1.8749026335580705,2.5794780556536563,0.12837146415680173,-0.11656270221203681,-0.9067966347788019,-0.645274730524634
4.0037412734104185,0.5367698567243819,-2.759197832536969,-1.8967186280516466,-0.5252109234758275,0.1926793512371975,0.16098863000500152
1.7138017616209231,-1.522365502619034,0.14605858954976833,1.909706090710643,0.535651865809116,0.03622838861279145,0.18386351643638435
6.054118527416857,-0.7565118024498926,-0.34893238349452815,-1.0632819904690574,-0.7454494799014365,0.2418677089043569,0.46157211046075464
2.89968468807487,4.0017743721891215,-2.9988237636353565,-0.32503034364074024,-0.854603857263923,1.2335944704689588,1.9763370018554844
4.550778483544042,0.33723941920180506,-0.7536377171305441,-0.6997143332131227,-1.5471839926019197,-0.19083991459887714,-0.8887924474058556
4.986215378525251,-1.1315932261166826,-2.57511829493969,-1.2161916639543282,0.6693258422650396,0.2672442203971072,1.0316997912374228
2.982716312894125,0.7577564988873159,-3.4906901986431698,0.054212690842170036,0.1669532652859199,1.0009063573317702,0.7700736718345439
2.7639371842823373,-0.35404442335400815,-1.8952952432900612,-0.533786138574751,-0.8832432934562793,2.0092685310111067,-0.7199852705710565
1.295059249338203,0.9123934657136684,-1.5743833492500992,-1.0422495359003794,0.41435712556120335,0.5680955905284921,-0.14260505009102128
-3.746017295569987,-1.4122305012978762,1.7307848677611637,-0.5649454584919438,0.08026894702122273,0.29001320840003836,-0.8043251497930916
-0.9971914778137578,-3.348346734842794,4.30178890229705,-0.5607160872103454,-0.4639645684563253,-1.4931404895065943,1.2790801400550325
0.7645913557325695,0.8854648373249419,-2.7025404288907042,-0.2745382518870842,0.8097169251834795,-1.0364396469876829,-0.1775498497935137
-2.1490625222428745,-1.9223001932460788,-1.1794463798792172,-1.1122193896020336,0.44807752357103975,0.9282954589153745,0.04183813113121747
-0.093249336914082,2.2587645315036013,-1.9030520397940351,-1.4410392026958347,-1.703864805989793,-2.1207726747141695,-0.49653152294162756
9.08001022556218,2.0168984383529107,2.1393438214826523,-1.0683041104410171,0.7972296582255292,4.307303708356272,0.43379964356420647
0.9895830367278571,0.984064146890142,-2.3087022278921823,-0.27658214118712526,-0.6399479245180064,0.24256841631727222,0.6132306321236208
-0.293288488028786,-0.13697856314432394,-3.2990290890129295,-1.0088980967262422,-0.02249098198933958,0.11004951126368502,0.2333909994626429
5.376209909028298,-0.13475840700408942,-1.677366679679285,1.5063694109717913,0.1518644442148376,0.4235319762604882,-0.7874745924636418
-4.577908595171643,1.4829155099216573,0.04203760385425973,0.29596869669831316,-0.7132248675161303,0.575420046738674,0.22301232272049717
1.6985123750038926,2.3502038650552572,-3.0753830875908164,-0.06596288157711794,-1.0555374845506502,-0.28186183738265264,-0.16047735778422473
-2.1345670832655057,0.09574536088339135,-1.4910998812261842,1.1200776218554702,-0.0679775835927577,-0.6928818195461391,0.1971605988717245
-1.5661009934159376,-1.2073708535048566,-0.36883457531658015,-1.4743315613101222,0.17259863649786605,0.5448042851546997,-0.6838757850506672
-3.539790914611801,-1.281368110577912,1.0173158047062174,-0.6076216055768765,-0.21944289243675405,0.2660139226958086,0.4536379813942403
-3.1550379494372103,-1.6874737959920534,-0.4958573882525415,0.1938415779703481,1.4386517372655412,-0.256312960129666,0.44493606408442654
-3.4474551463841823,-0.4977807191138678,-0.15238388752543763,0.5749804888675509,-0.052268873099220105,0.6293369644445054,0.0607770002006555
3.2996476093308478,-1.1299435730738991,0.8256660916423622,0.9818530853321333,-1.1942122020623396,0.7072273647034794,0.6479421187406981
-0.6740262135034125,-2.114549136938976,-1.3949923359949736,-1.042221668226839,0.24160413948808898,-0.656077990961404,-0.21525604171758672
-2.8556457727854347,0.15258887424397571,0.4285578459576821,0.48263564112648144,-1.5092086646258056,1.2777395128131386,-0.39256050029097206
4.644652068336976,-2.3083015081115157,-0.728168193151034,0.6393790505841153,-1.1573062084432324,-0.17843539910664719,-0.18532965314029384
2.1749491561659684,0.9712614432020712,-1.9421793806601035,-0.7366700015262416,-0.3954355595714453,0.46192765069832437,0.5362000426237423
-3.718187379895221,-1.7860700998016952,1.278807603666769,0.11546414022344809,-0.5258198177322586,0.7051197319684354,0.48737755155452683
-4.132326931688339,2.401679261061138,-1.241865700753443,2.046545720177555,-1.1646276340152726,-0.900267304133458,0.4064753069540501
-2.383738224669578,2.7552338114108803,1.2130182408385308,1.7929114717380392,-3.335223634978944,2.5385496806543193,0.7457967686686171
-2.576616101389895,3.1359126507199,1.399049154748432,-0.763195006066973,-2.781647894656754,-0.8150186226144859,-0.3959053044593173
4.754928318275856,3.0090328718356805,-0.16609462342065592,-0.6052952991576455,1.1406974395497982,-1.218994442528795,0.8193140600004798
-2.3120978468662194,3.265116722141886,2.793765948788863,0.5652290252954574,-0.3814984100645424,2.9556820143139535,0.2104009714344769
1.6901207951192385,1.5393221148078202,-1.7982630006900298,-1.3893671289510328,-1.2116090153474646,-1.242118170875246,-0.00577093369552743
1.8107121691715842,0.7221048160028606,-1.4649605579749674,-1.197676202500869,-1.426786111379859,-0.7274224697786382,-0.5309593534457013
-2.7834755916105225,2.308617373971497,0.47230974006597803,-1.605747362062785,-1.6114401463071146,-1.1885276640246527,0.16937312664662219
-3.515555021759814,-0.6577307369515284,0.5908550324034404,-0.010793244522749967,0.02057087511365693,-0.4053533141212954,-0.5265187571391512
4.326196052593629,9.1944355547954,1.491650341252033,0.3196660719800628,4.724014082734935,2.213816348727845,-2.578792419778111
-3.2584124133184935,-0.9370136475686196,0.2049496660240599,1.0891132024655903,-0.45994528944406116,-0.4339473301184212,-0.8493251200003409
2.702218505281188,-4.433240986393685,0.30707515002652624,0.48826317485463194,0.3721674377776677,-0.29154420556610694,0.2832539468680486
-0.3075851278537717,7.38131739439276,3.8157284810980308,2.131680087238335,2.708319550283008,-1.6383174395443225,2.4262425114803086
5.4988668921659505,0.9375005135326668,-2.2081887141730276,-1.5224564728314907,0.9240783954911149,-0.5395871360112511,1.5625008661743942
-0.3613912065155857,0.11963382061289396,-2.039161556420357,1.0579530751402333,0.756443725225764,-0.9196384421415986,0.6971753725002433
