PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
9.18475520985883,1.9468700303852486,-1.1221787659079838,3.630536408100723,-1.1940594777510125,1.410183638857472,2.1574715202623302,-0.39805698185713817,-0.15698023342662765,-0.8766305374818981,0.2627242854011026,-0.8582592995222007,0.10329677436786,-0.6901967956787294,-0.6012640757318737,0.7444607379839444,-0.26523739691489734
2.3857026289825543,-3.7648590629726595,-0.5288273743983914,1.1172807730275014,0.6212283647325162,0.028631162121672122,0.013346350169792999,0.24077660049735725,-0.7112789654825568,1.106021761356127,0.8124048270795268,0.15778375264645134,-0.9426998068222168,-0.6529008445072397,0.008966975144470396,-0.6482383064311729,-0.01719706963583735
5.7288554908191065,-1.074228588704915,-0.5512625402582759,0.9112808399441319,-0.17693021849067156,0.5409761452776802,-0.6675790845133032,0.0972881349022121,0.02404448626661665,0.4538760367592747,-0.6050715140153518,0.12427771039964555,-0.41026561113356513,0.0166650938937547,0.4829947569046534,0.32482472520964006,0.19075064426984442
7.116691259621365,10.26655563512438,-3.2299475346363393,0.15241292285584365,-2.958275431301625,3.0507374972204673,1.4286536346440395,1.05863375502414,-1.4042041150939535,-1.1159933183498838,-1.150501181884087,1.0104267380860872,-0.9324507033936607,-0.48698839971665697,-0.16869939710602042,0.05132509465271442,0.48220960180037054
3.9318424667907452,-1.9463589770798528,1.38854495312951,2.9380541687525663,0.5462667446198132,-1.2254164054703012,-0.935389501732599,0.6358166094910814,-0.263573547003176,0.37737242013187416,0.6507870164674006,-0.11041827720705417,0.387606914464122,-0.5387065419181561,0.31004668612721703,-0.15247166021280922,0.1330252621374195
2.3781546249741194,3.946456429915814,-2.9322966813304636,0.9402095861890859,-1.0551135428308491,-0.45064213440217477,0.4900139550939366,-0.16529843172839484,-0.13335576032678548,-0.5299649041399664,0.1096698241503274,0.08136990154251314,-0.02625135143278398,0.0031339435627334143,0.17844757593476243,-0.012705658010474038,0.19671335225294312
2.236915058609921,-2.687666414179574,-1.6384712469555156,0.1492085998935534,0.040324037076708445,-0.12883507308789768,-0.3013023314619369,0.08362460947229208,-0.07995422029709763,0.21895069834395886,0.39334360743545577,0.24197616463442573,-0.35194193637519366,-0.22160152542185366,-0.06085536659917674,-0.027943314693457424,-0.320082908761862
2.1414142815514627,2.338186649183109,-0.8711807150051495,-0.12693117126460932,-1.4261817832882808,-1.2559341026268651,0.9732434973538441,-0.6527638985356888,0.2479654636350594,0.9997064885534995,-0.1963138282323174,-0.27779179116346236,-0.4606308350562495,-0.09613567173614532,-0.18747826212397095,-0.3365097465650111,0.16142150354179963
3.172133150308536,3.3888311376864153,-3.117243065092097,-0.6007684402698047,-1.5209521143939508,0.559052820108131,-0.21491459739850918,-0.6867369378653851,0.5114738549190323,0.029161805125829828,-0.5600215769603969,0.07881690424792238,0.4930018752237125,0.11205300655191741,0.03423712965425679,0.5070583003947217,0.2854754628042058
6.346162835225172,7.7203809454929475,-4.338098743681115,-3.3722343691901147,1.708759614113415,-0.723272336901201,2.5176245802625283,0.36482787933447874,-0.7167660086474137,-1.1646060591011718,0.5485550686415813,-1.084162961902619,-0.3754752443718738,-0.0006033754560158329,1.2061410116251563,-1.1318256978982986,0.7584688401868478
